crop,district,year,latitude,longitude,nitrogen_mean,ph_mean,organic_carbon,sand_percent,clay_percent,silt_percent,season_gdd_total,season_precip_total,season_temp_max_mean,season_temp_min_mean,season_humidity_mean,precip_anomaly,n_deficit,p_deficit,k_deficit,price_trend_slope,price_volatility,price_seasonality_index,yield_kg_ha
rice,7,2015,26.37877092663634,78.36891167726051,17.774700997836685,7.004101074480846,12.74584350054264,44.93836868685118,22.50605069614485,9.135712452250264,2202.63946317669,752.1175648630935,35.40484878472762,18.794031205190866,75.68550058168218,-20.172939796137786,99.80205148205229,5.847273574654022,16.780428376285997,-2.7814992720922045,0.14138854908271173,0.9720329927012384,4947.97762935769
wheat,18,2017,27.409812502745787,78.77002135248738,7.757050987418792,7.29114671151253,11.048717529575606,73.2073384235334,26.124521532886185,33.790664840454404,3422.2773480993637,690.6659515020118,33.01530677448174,19.843478384123777,88.07471473809689,-81.87644914454224,13.873791122677758,19.075993015299524,19.955951100875495,3.996186573838882,0.321314566392377,1.2627183766967964,5374.969760670905
rice,27,2020,25.299915229264187,72.00475872115777,20.151201064351376,7.172359208883501,5.062548698986104,56.02027679457393,23.44271414665257,39.06950497267132,3158.9688567564863,645.7649415099695,30.193360733181184,14.04456318990729,71.60611754948184,64.94907560222975,19.13255026904568,11.674663915487532,28.11193963962169,-8.034956335955819,0.4297667331657221,1.1159041082736565,5262.079947363572
cotton,34,2017,28.290177325454913,76.65788782631952,13.33187724102975,6.819733914473881,23.074768193036217,72.20784205497247,21.474713275087524,36.290479328670074,2207.218984136649,1060.5566553642088,32.68472804318885,21.062262719590944,75.85645092920107,-104.77216503366691,15.551364400868895,5.0265775393109555,25.41774934932561,15.57951757430567,0.24497166823132496,0.9041701577915334,6709.218015803946
rice,27,2022,29.91263226733633,76.76164425829546,10.855361934975523,5.380726684752508,15.3433169513129,23.941869601385765,27.78492623437637,41.93277336825236,3440.2064277048958,624.0407309259163,36.99392624145709,18.408091483981522,75.6628086970555,-98.69346136107467,58.906011416596385,5.514353421183249,7.372643139833491,3.1344976330411196,0.40520719504905567,1.1299268715062067,5253.5291890567305
soybean,17,2016,28.200126291193563,84.37746753501611,11.891492218805562,7.4806083548667575,13.682336188081583,-3.792881946474246,32.810998429315106,41.13290880634611,2582.375608251174,835.9366985154528,46.5813923207359,22.11799131569916,74.26837001533517,-37.904798107429585,13.53010722340201,39.00356992520249,17.178718538775136,-4.535677420622574,0.4381683356586037,0.888243065714258,5658.716662253012
soybean,43,2023,26.948823736759593,76.46630293934935,13.842575069998938,5.403598635494889,17.255542484055916,48.644880426531024,19.752308548321025,52.16318179140144,2079.8091626649866,801.7408659302465,29.50529384254412,16.249064273498618,73.08513218412163,-119.75178641141841,65.60077089045355,44.069892626123384,28.6072187371765,-5.160645184141685,0.42837167672805354,0.6421530539807307,5451.110047426917
soybean,44,2017,25.324926994371467,78.24013967354136,14.939939633502684,7.594575820454326,14.576768844155366,46.84830361488161,28.954732916459577,31.303421028709035,2200.7406465907316,410.3652442285415,33.13102281162035,20.729642224400198,97.31475653362992,-65.3448673850161,80.37740508642189,46.356455971625195,22.07150541314813,-6.9516917050899165,0.3601425607943445,0.5390746664849088,4944.294880452217
soybean,24,2019,24.488530716747082,77.99877098918654,15.241401401997035,7.127704757481705,9.291188479681198,43.158218781780946,30.194304105141907,52.198696628364516,2938.8506835373887,848.1893763998636,30.183593858607697,19.78012576222923,80.47144318744013,-19.815757864213044,43.27929242068605,42.69730861652273,20.650090451396814,7.0584272102521615,0.3869378073585835,1.1001564513033981,5217.221799142587
cotton,25,2022,20.843923805445424,79.55142575566491,12.85196278020938,7.858901514739538,16.99913103127076,46.43695088444468,12.161361179934296,18.67081091896101,2083.2499215722505,491.20622030495326,33.537758051825335,24.098603461163357,63.28918865163978,-10.787471540948564,56.06850818894642,41.51120486427209,22.647032378434698,8.248060233191438,0.4150700722859124,0.9431157543003633,5080.155257747291
maize,7,2016,23.99368748394691,81.22349246997844,16.001197867307397,6.524868484016297,15.40886402631206,28.139607229040877,34.765444751538084,27.535899075342307,1948.441804473542,927.0920217659824,36.878263193940526,17.534760409048562,105.15137453544766,-132.46345144753977,91.27220832912909,3.4417925758302994,9.675185669634594,-6.638714665762409,0.39348372379905283,1.1994888319347792,6101.93511771992
wheat,6,2020,29.101346367821343,73.37562814256309,15.041396371667169,5.681235892788979,9.442856730743765,53.44768046826676,45.56451330655989,28.619961923519195,2280.5627587907616,562.7166940565979,30.95938132144854,15.780494664341216,64.34420391549732,-24.432984401248905,56.95659175775012,39.506179736085514,21.877568082097085,14.692673150373263,0.2806720649146315,1.0774244837242508,4726.377105401354
soybean,24,2019,28.08022629906553,77.93086628647653,11.762135022128005,5.20734747584075,15.16005867314018,56.042898601535065,24.119043093374543,17.486586489718057,2355.243387795194,904.4037221198299,21.769838322413,16.0248541600867,69.92157041837136,58.06673203442391,20.86055520348674,39.16413298282255,6.985642543407478,-3.869535456244437,0.16364837714878222,1.0521063229083134,5990.506979639289
rice,33,2023,22.160513650116872,82.38876560974046,11.009046877893681,5.318420665427074,11.037719871295675,27.003769244953386,23.288045912959703,1.6720935934305672,2163.342237180719,714.0988310526443,37.14286861675433,13.566719903976466,57.54053885206969,74.7436340539774,34.31937984433618,6.564519705230659,12.843083127232601,-7.969115237117372,0.2238922399542109,0.9098209842146431,5030.206499393255
soybean,49,2019,24.666077846972158,76.94672070756268,18.041827714474188,4.863225251392987,12.833912799194453,39.69545368726063,22.869938384046524,40.43158034173981,2273.0275530309846,665.1350505595232,32.65209553754656,15.987712675257654,80.75668797442101,-49.75267816262284,52.98458033394685,33.10046159673162,26.697864515655194,4.772396231061346,0.1828986248968233,1.104328836631538,4673.807967504573
rice,29,2016,28.167232025585445,74.1768631956036,17.621630179989527,7.4420029169365645,14.398601867652904,40.622042262903584,31.206057547993037,18.8407901531681,2958.465617030696,842.1132914623118,30.289839862673297,8.637630304632525,95.35353304268966,-18.88392865959238,15.489768548958494,22.625366822964075,0.5691343947225513,-11.996110752355388,0.2445776617300009,1.3103544995486176,5312.60970822954
rice,43,2019,20.673845547855226,79.82063613034448,15.285681775806317,7.567416953032399,17.47399080521984,34.937836467595815,30.10778526649812,25.190051912604652,2628.2512182397245,505.6281864564757,29.173562371930068,23.475065118373767,47.63251877126564,-24.7819800516751,61.251983535686925,45.00067617360354,12.429559507570401,-13.651067747050224,0.2957324320729713,0.596146682199379,5167.773568598085
soybean,22,2018,23.873925856686594,82.35651093698684,19.620977329951007,7.053699925256848,9.416016059491783,27.583314148001676,9.09338797679146,49.01502317724834,2242.1796234257476,786.1558682073477,33.55602406222433,25.736191397747362,65.83943620829064,-139.16956136314147,99.92460918840257,34.77041811978337,8.004653002171786,-9.532435217031926,0.4836186686936984,0.9700416150419533,5236.233231966281
cotton,26,2021,28.518412368739476,70.94710439391088,5.193361719161828,6.466959087926721,13.459848722609053,45.18757486538137,16.338789497658382,36.86502090567374,2286.0759588598576,956.450007988049,28.520634647086474,17.409658799243758,86.74920503766884,-54.01585730122045,65.25349649409644,47.54937681871261,5.957688494808282,-7.852574357123116,0.4837851179957051,1.2690364782580101,5952.016064048407
rice,28,2020,24.038978641701238,81.65185725110841,12.178026792466484,8.560959436462513,20.062904904924782,48.912082809964474,30.073128498916873,50.88253745682033,2434.1719118693236,1008.5208863248915,29.104964800690393,19.75240558118198,54.110240288522306,79.62282971100936,37.24111440144412,5.246132263732184,25.15726264417537,7.495001009110849,0.4078354083667427,0.7709029368200068,5896.729650531424
rice,21,2016,20.77614644731441,82.32471899442658,9.218414438326779,6.401851517035992,11.295810015892194,35.84726836853557,23.54978230120249,31.446372409155273,2462.792896038239,707.4738172552422,25.75690681697912,18.656036435413505,78.61573383223018,81.21147921827789,33.17464916810625,2.030365722619659,20.89495718534934,-12.962327029312377,0.4920561153453362,1.026702034370978,5477.263984913218
soybean,49,2019,25.425343685322517,76.9228439138291,26.281361325689254,6.720916808143893,12.786227110798329,28.638171033653137,13.338820927604802,36.665912727572504,2464.906871891293,736.6695398985212,28.58818439904374,12.747762714418236,50.478389863849586,41.18920772174834,93.16033226072751,48.6789678880273,3.378981612344453,3.687862929574055,0.4992063263297837,0.8633341332344537,5716.33136017877
rice,7,2021,28.617424949182954,84.74958485227701,18.566099101979933,6.452148486670881,20.056921897911952,51.15835867562059,40.002601802880164,27.111941309997,2940.1238315249925,501.61950746137495,35.15431879418761,22.105038125800434,76.11896226138987,-266.12157314387133,87.15142905786558,4.009608072245219,14.833899795035682,8.415398862906592,0.45410269911945733,0.9464768517830043,5087.883049075298
rice,17,2021,25.9028554295316,81.80062511060964,14.60469008170862,6.161691933536552,14.549909887796417,33.49019287146517,17.0028673374202,19.81564441468174,2598.5192021460325,649.8573676238736,25.09414970519781,22.7018019553487,71.16726331124924,-78.15126834635994,47.23586201987673,19.309791045511478,14.007173154813334,14.44688717762666,0.13180143328245522,0.6453578957114927,5269.0613893815425
soybean,20,2019,22.262791082142318,81.60493847343498,18.92495289423078,7.130974489831098,6.104078883355537,40.36191729601191,25.35777121996928,36.62151544962374,2613.2288382996076,487.9778986180961,37.76033671666012,13.836065396180818,119.76374486197952,46.75944340142803,35.34145645002842,32.49853111252774,4.275833820882255,-4.918637908421654,0.2704176413857048,1.1969464327654642,4543.897593663364
soybean,41,2023,23.842396201373813,81.21757861618107,20.581378318775574,5.866503310795477,8.818089391382541,38.4588505776267,23.284808885710266,24.769185482034118,3213.3926768500446,888.014719047036,26.105233735799786,19.319557681511856,81.16702259505637,171.23926183484363,71.04642835964525,44.00283366670419,23.99288102973625,-4.126549208054277,0.31364799241013686,1.030119393323058,4646.066090614125
wheat,49,2018,24.501233611819323,72.25912154827411,20.528158457620354,5.79942217348536,14.758316857461772,63.68562996254492,14.21311199049442,37.73426359492469,3438.325715946034,968.4333439458808,32.749679069045044,16.948954888565424,37.41364541345766,-1.4560083619176363,31.45024755542828,12.728865910696301,11.000219143625994,20.364485829626986,0.14963303424625898,0.7111172426536728,5887.326740800247
cotton,20,2017,25.792663538205268,73.25846329679516,19.608517425501766,7.181469385409354,13.6920196315619,34.17854303919573,26.84954802180433,23.15437178414137,1884.5143569010006,709.1551656367461,34.4247440380072,22.759688024977997,68.87880697376868,9.587290686052864,11.940323225254046,1.4529105942511666,22.858133254811833,13.531488414673309,0.42345225089725,1.083724292310818,4967.982717242364
cotton,22,2018,27.59351025752613,76.95985197196637,13.687298383589692,6.002391633437661,12.650319466955278,70.88289868513476,28.921068834994195,27.895400967773796,1710.5459438021908,588.3535702610837,36.12320976799856,17.66849777725863,82.36444116528376,-11.315173431103208,31.015221230152633,26.064339524959472,5.761878452466373,-2.7461397802995386,0.15947336597951237,1.0416001786391158,5352.472983565816
rice,28,2019,20.988736176406356,73.96006524939199,12.49317290258024,6.633482028075179,20.644896732665856,56.2845290721226,20.323239681703722,28.856609936393088,2325.2969426888067,861.6383547159347,36.12445964241417,17.77682806994455,63.80263589142436,-130.6525891769514,43.42959821172019,23.555601013612065,9.45220384841497,11.466690637087826,0.2533315101571936,0.8622349605997846,6159.1424125617405
cotton,40,2020,28.89652033017566,76.2286145850106,10.189054100096573,6.158671880236473,9.53005137536642,72.3134801368403,21.63807735610518,42.92358030054791,2891.564286447324,626.4068587030155,31.579865715121564,25.283515277812732,63.15144130133892,35.19264099556772,25.541137598270815,15.344659109453978,2.8551284310799763,2.474722724529218,0.12756487197115254,1.393639826470841,5075.877203867016
